model,patient,threshold,fp_per_hour,sensitivity,precision
logistic,18,0.5392133685954477,179.52493401861372,0.6813186813186813,0.2968443960826986
logistic,18,0.5381719805285121,181.41408528962359,0.6813186813186813,0.29466407431410674
logistic,18,0.5381557954079236,181.41408528962359,0.6818181818181818,0.29481641468682507
logistic,18,0.5375445737479857,182.24753437977498,0.6818181818181818,0.2938643702906351
logistic,18,0.5375279907133147,182.24753437977498,0.6823176823176823,0.2940163581575549
logistic,18,0.5370235495004063,183.13654674260314,0.6823176823176823,0.293007293007293
logistic,18,0.5369932398418858,183.13654674260314,0.6828171828171828,0.29315891057259275
logistic,18,0.536707707518096,183.636616196694,0.6828171828171828,0.2925941780821918
logistic,18,0.5366493479625847,183.636616196694,0.6833166833166833,0.29274555959768883
logistic,18,0.5359845018818526,185.35907764967357,0.6833166833166833,0.29081632653061223
logistic,18,0.5359109574008226,185.35907764967357,0.6838161838161838,0.2909670563230606
logistic,18,0.5359024988289631,185.41464092235034,0.6838161838161838,0.2909052273693158
logistic,18,0.5358862293750166,185.41464092235034,0.6843156843156843,0.2910558742298704
